employee_id,first_name,last_name,gender,birth_date,hire_date,exit_date,attrition_flag,manager_id,role_id,is_ghost_manager_flag,invalid_exit_date_flag,missing_exit_date_flag,active_with_exit_date_flag,age_years,tenure_years
3928,Naglaa,Gamal,Female,1979-03-21,2023-04-04,,No,6203,53,False,False,False,False,46.8,2.7
3929,Ghada,Selim,Female,1999-02-02,2023-03-11,,No,13604,34,False,False,False,False,26.9,2.8
3930,Hala,Barakat,Female,1999-06-13,2021-04-05,2024-06-02,Yes,2563,34,False,False,False,False,26.6,3.2
3931,Nadia,Hamdy,Female,1982-10-22,2022-10-12,,No,8793,49,False,False,False,False,43.2,3.2
3932,Nevine,Nagi,Female,2002-09-21,2023-03-02,2025-10-10,Yes,10621,12,False,False,False,False,23.3,2.6
3933,Dina,Saber,Female,1994-01-03,2021-08-02,,No,2682,4,False,False,False,False,32.0,4.4
3934,Nevine,Mostafa,Female,1985-07-30,2021-03-14,,No,12596,42,False,False,False,False,40.4,4.8
3935,Emad,Nawara,Male,1996-03-20,2024-02-17,,No,13571,37,False,False,False,False,29.8,1.9
3936,Naglaa,Sorour,Female,1997-09-03,2020-08-10,,No,10566,48,False,False,False,False,28.3,5.4
3937,Hend,Gabr,Female,1999-12-27,2023-10-04,,No,14158,57,False,False,False,False,26.0,2.2
3938,Wael,Ghanem,Male,1998-10-17,2020-05-06,,No,1780,14,False,False,False,False,27.2,5.7
3939,Shereen,Nassar,Female,1991-09-08,2019-02-16,,No,4959,37,False,False,False,False,34.3,6.9
3940,Mona,Sharaf,Female,1993-12-07,2020-02-14,,No,13905,69,False,False,False,False,32.1,5.9
3941,Shereen,Radwan,Female,1999-03-02,2019-05-02,,No,12452,23,False,False,False,False,26.8,6.7
3942,Hassan,Makhlouf,Male,1998-04-13,2019-03-10,2024-03-09,Yes,5782,47,False,False,False,False,27.7,5.0
3943,Hend,Ramadan,Female,1993-04-04,2023-01-19,,No,743,69,False,False,False,False,32.7,3.0
3944,Sherin,Nasr,Female,1993-11-01,2024-05-07,2025-09-11,Yes,7086,26,False,False,False,False,32.2,1.3
3945,Mostafa,Shahin,Male,1975-05-11,2022-07-16,,No,5545,20,False,False,False,False,50.6,3.5
3946,Ahmed,Zaki,Male,1975-04-29,2023-10-18,2025-09-10,Yes,7329,64,False,False,False,False,50.7,1.9
3947,Nadia,Sharaf,Female,1990-06-14,2022-09-25,,No,9642,49,False,False,False,False,35.6,3.3
3948,Hend,Khattab,Female,1986-06-23,2023-09-04,,No,4183,28,False,False,False,False,39.5,2.3
3949,Heba,Elwy,Female,1976-05-25,2024-05-23,,No,2934,33,False,False,False,False,49.6,1.6
3950,Rabab,Soliman,Female,1985-06-09,2021-08-21,,No,7488,39,False,False,False,False,40.6,4.4
3951,Nevine,Saad,Female,1990-01-01,2020-07-28,2021-07-20,Yes,9777,37,False,False,False,False,36.0,1.0
3952,Sameh,Metwally,Male,1991-08-27,2022-12-21,,No,6265,58,False,False,False,False,34.3,3.0
3953,Laila,Sorour,Female,2001-05-14,2022-04-15,,No,3139,45,False,False,False,False,24.6,3.7
3954,Aya,Amer,Female,2001-12-07,2020-04-21,2025-06-05,Yes,4736,24,False,False,False,False,24.1,5.1
3955,Amr,Wahba,Male,1999-08-09,2023-10-18,,No,7831,57,False,False,False,False,26.4,2.2
3956,Karim,Sherif,Male,1998-11-15,2019-05-18,,No,9458,2,False,False,False,False,27.1,6.6
3957,Mona,Sherif,Female,1998-03-08,2020-09-23,,No,7565,23,False,False,False,False,27.8,5.3
3958,Hany,Abdo,Male,1998-07-04,2020-06-02,,No,14397,34,False,False,False,False,27.5,5.6
3959,Mariam,Moustafa,Female,1991-09-12,2020-09-11,,No,10855,39,False,False,False,False,34.3,5.3
3960,Eman,Nassar,Female,2002-03-09,2023-11-25,,No,12740,67,False,False,False,False,23.8,2.1
3961,Emad,Tawfik,Male,2002-09-13,2021-01-01,,No,402,57,False,False,False,False,23.3,5.0
3962,Walid,Shahin,Male,1995-07-29,2021-09-08,,No,7787,3,False,False,False,False,30.4,4.3
3963,Rania,Arafa,Female,2001-10-12,2020-01-20,,No,6918,23,False,False,False,False,24.2,5.9
3964,Ziad,Zohair,Male,2000-05-06,2023-05-01,,No,15081,1,True,False,False,False,25.7,2.7
3965,Rania,Borhan,Female,1994-02-02,2022-07-30,2024-04-24,Yes,1035,26,False,False,False,False,31.9,1.7
3966,Bassem,Rizk,Male,1991-01-18,2022-06-23,,No,14767,18,False,False,False,False,35.0,3.5
3967,Ali,Gouda,Male,1988-03-19,2024-06-28,,No,14584,6,False,False,False,False,37.8,1.5
3968,Ibrahim,Hegazy,Male,1998-07-02,2022-06-25,,No,5668,37,False,False,False,False,27.5,3.5
3969,Heba,Fekry,Female,2000-12-26,2023-04-10,,No,2385,12,False,False,False,False,25.0,2.7
3970,Hassan,Hassan,Male,2000-12-27,2019-05-14,,No,11854,46,False,False,False,False,25.0,6.6
3971,Eman,Yousef,Female,2002-07-31,2019-12-21,,No,9152,67,False,False,False,False,23.4,6.0
3972,Abeer,Makhlouf,Female,1984-06-07,2020-05-10,,No,11762,31,False,False,False,False,41.6,5.6
3973,Youssef,Morsi,Male,1978-07-11,2019-11-13,,No,14605,74,False,False,False,False,47.5,6.1
3974,Mona,Bishara,Female,1975-12-27,2020-02-07,,No,10721,42,False,False,False,False,50.0,5.9
3975,Essam,Arafa,Male,1998-04-21,2024-05-04,,No,7795,13,False,False,False,False,27.7,1.7
3976,Nour,Sharaf,Female,2000-07-10,2021-06-22,2021-04-10,Yes,9991,2,False,True,False,False,25.5,-0.2
3977,Mahmoud,Nawara,Male,2002-02-25,2021-04-14,,No,8568,45,False,False,False,False,23.8,4.7
3978,Reem,Elwy,Female,1990-04-25,2023-09-16,,No,301,27,False,False,False,False,35.7,2.3
3979,Ramy,Tantawy,Male,1993-05-28,2019-09-03,,No,2464,59,False,False,False,False,32.6,6.3
3980,Youssef,Osman,Male,1996-11-19,2023-10-23,2024-10-01,Yes,1710,69,False,False,False,False,29.1,0.9
3981,Nevine,Sharaf,Female,2001-06-19,2024-02-22,,No,13180,46,False,False,False,False,24.5,1.9
3982,Heba,Hegazy,Female,1986-04-08,2022-11-14,,No,137,61,False,False,False,False,39.7,3.1
3983,Lobna,Yousef,Female,1999-05-28,2019-10-02,,No,10566,46,False,False,False,False,26.6,6.3
3984,Salma,Shalaby,Female,1992-05-17,2019-09-15,,No,7383,73,False,False,False,False,33.6,6.3
3985,Ramzy,Khamis,Male,1986-07-06,2019-12-16,,No,3435,17,False,False,False,False,39.5,6.0
3986,Nader,Osman,Male,1984-03-03,2022-07-17,,No,10671,62,False,False,False,False,41.8,3.5
3987,Omar,Mansour,Male,1996-05-18,2020-04-16,,No,1608,25,False,False,False,False,29.6,5.7
3988,Essam,Wahba,Male,1983-06-28,2022-02-02,,No,12765,17,False,False,False,False,42.5,3.9
3989,Tarek,Osman,Male,1997-03-28,2022-09-15,,No,14912,59,False,False,False,False,28.8,3.3
3990,Sherin,Nawara,Female,1976-06-11,2020-06-04,2022-08-23,Yes,6413,41,False,False,False,False,49.6,2.2
3991,Dina,Osman,Female,1998-06-30,2020-08-27,,Yes,7701,68,False,False,True,False,27.5,5.3
3992,Hassan,Gabr,Male,2000-11-14,2023-12-17,,No,12729,24,False,False,False,False,25.1,2.0
3993,Khaled,Hilal,Male,1991-01-15,2021-02-17,,No,6291,73,False,False,False,False,35.0,4.9
3994,Nada,Moustafa,Female,2002-05-23,2021-01-04,2022-11-05,Yes,12619,1,False,False,False,False,23.6,1.8
3995,Manar,Hafez,Female,2001-05-28,2024-06-01,,No,6112,68,False,False,False,False,24.6,1.6
3996,Eman,Farid,Female,2002-02-01,2022-04-11,,No,243,24,False,False,False,False,23.9,3.7
3997,Eman,Radwan,Female,1994-05-13,2020-11-05,,No,3109,47,False,False,False,False,31.6,5.2
3998,Mostafa,Ghoneim,Male,1980-07-08,2021-12-23,,No,14912,64,False,False,False,False,45.5,4.0
3999,Asmaa,Fahmy,Female,1985-03-21,2024-06-23,,No,1332,52,False,False,False,False,40.8,1.5
4000,Rania,Metwally,Female,1982-08-03,2021-05-03,,No,14796,50,False,False,False,False,43.4,4.7
4001,Mohamed,Nagi,Male,2002-06-26,2023-01-28,,No,7665,57,False,False,False,False,23.5,2.9
4002,Amira,Tawfik,Female,1999-07-22,2022-09-24,,No,1646,68,False,False,False,False,26.4,3.3
4003,Ahmed,Barakat,Male,1992-04-29,2020-11-05,,No,5633,70,False,False,False,False,33.7,5.2
4004,Hosam,Fekry,Male,1990-08-01,2020-10-22,,No,13374,6,False,False,False,False,35.4,5.2
4005,Hala,Sharaf,Female,2001-12-27,2023-03-24,,No,5439,56,False,False,False,False,24.0,2.8
4006,Mahmoud,Arafa,Male,2000-06-21,2019-09-20,,No,10133,2,False,False,False,False,25.5,6.3
4007,Mona,Shahin,Female,2001-08-02,2019-04-26,,No,566,45,False,False,False,False,24.4,6.7
4008,Mostafa,Abdalla,Male,1996-03-29,2020-06-07,,Yes,11302,70,False,False,True,False,29.8,5.6
4009,Hosam,Shahin,Male,1993-09-20,2021-02-17,,No,2063,70,False,False,False,False,32.3,4.9
4010,Tarek,Sorour,Male,1992-07-14,2022-09-18,,No,4156,62,False,False,False,False,33.5,3.3
4011,Tarek,Borhan,Male,1990-01-15,2022-01-03,2024-10-26,Yes,7993,51,False,False,False,False,36.0,2.8
4012,Rania,Ramadan,Female,1984-05-08,2019-03-27,,No,8484,6,False,False,False,False,41.7,6.8
4013,Rabab,Sherif,Female,1982-08-23,2024-04-13,,No,12601,41,False,False,False,False,43.4,1.7
4014,Ramzy,Aziz,Male,1994-06-24,2020-07-24,,No,12701,70,False,False,False,False,31.5,5.4
4015,Amira,Amer,Female,1991-04-27,2022-03-23,2025-10-14,Yes,7580,27,False,False,False,False,34.7,3.6
4016,Doaa,Ismail,Female,1995-05-11,2020-10-22,,No,3367,36,False,False,False,False,30.6,5.2
4017,Tarek,Aziz,Male,1987-06-25,2020-07-16,,No,6867,27,False,False,False,False,38.5,5.5
4018,Omar,Khalil,Male,1985-04-07,2024-06-11,,No,12700,49,False,False,False,False,40.7,1.6
4019,Tarek,Nasr,Male,1998-07-13,2019-09-04,,No,8678,47,False,False,False,False,27.5,6.3
4020,Naglaa,Nasr,Female,1984-07-06,2020-07-03,,No,4435,71,False,False,False,False,41.5,5.5
4021,Ali,Khamis,Male,1994-11-21,2020-09-28,,No,13569,48,False,False,False,False,31.1,5.3
4022,Hazem,Fouad,Male,1982-02-02,2024-02-14,,No,1493,5,False,False,False,False,43.9,1.9
4023,Essam,Aziz,Male,1998-05-05,2023-09-07,,No,9741,68,False,False,False,False,27.7,2.3
4024,Sara,Farid,Female,1993-09-02,2022-03-24,,No,8938,4,False,False,False,False,32.3,3.8
4025,Hend,Saad,Female,1985-02-24,2023-04-05,,No,2732,39,False,False,False,False,40.9,2.7
4026,Mariam,Tawfik,Female,1988-03-16,2019-04-10,2021-06-19,Yes,8290,49,False,False,False,False,37.8,2.2
4027,Hazem,Salem,Male,1991-01-09,2022-07-21,2025-11-23,Yes,10253,51,False,False,False,False,35.0,3.3
4028,Fatma,Radwan,Female,1993-05-13,2022-02-07,,No,6153,70,False,False,False,False,32.6,3.9
4029,Sherif,Ezzat,Male,2000-02-07,2023-06-16,,No,1810,1,False,False,False,False,25.9,2.5
4030,Ramzy,Badawy,Male,1993-08-29,2020-06-18,,No,5731,48,False,False,False,False,32.3,5.5
4031,Nadia,Diab,Female,1994-05-29,2019-03-25,,No,10522,25,False,False,False,False,31.6,6.8
4032,Amira,Hafez,Female,1976-07-18,2021-10-12,,No,5143,52,False,False,False,False,49.5,4.2
4033,Rania,Abdalla,Female,2002-10-13,2023-06-13,,No,2393,13,False,False,False,False,23.2,2.6
4034,Salma,Borhan,Female,1985-11-30,2021-04-17,,No,7086,29,False,False,False,False,40.1,4.7
4035,Khaled,Aziz,Male,1982-06-24,2019-12-16,,No,9942,38,False,False,False,False,43.5,6.0
4036,Bassem,Barakat,Male,1984-08-27,2019-02-10,,No,10806,8,False,False,False,False,41.3,6.9
4037,Reem,Abdo,Female,1991-10-13,2021-03-02,,No,1960,58,False,False,False,False,34.2,4.8
4038,Abeer,Abdalla,Female,1995-09-29,2020-06-30,,No,8559,15,False,False,False,False,30.3,5.5
4039,Mai,Tawfik,Female,1982-12-03,2022-09-26,,No,14752,29,False,False,False,False,43.1,3.3
4040,Hassan,Salem,Male,1980-02-12,2021-09-16,,No,2971,74,False,False,False,False,45.9,4.3
4041,Amira,Ayoub,Female,1993-06-10,2022-05-22,,No,8477,25,False,False,False,False,32.6,3.6
4042,Heba,Nasr,Female,2001-06-23,2022-01-13,2023-07-21,Yes,1446,67,False,False,False,False,24.5,1.5
4043,Karim,Hilal,Male,1993-10-09,2022-09-19,,No,9161,14,False,False,False,False,32.2,3.3
4044,Rabab,Fahmy,Female,1993-07-31,2022-04-07,,No,6387,48,False,False,False,False,32.4,3.7
4045,Ramy,Nawara,Male,1998-11-26,2022-12-21,,No,5551,4,False,False,False,False,27.1,3.0
4046,Rabab,Sherif,Female,1987-07-11,2019-07-28,,No,13773,17,False,False,False,False,38.5,6.4
4047,Amr,Osman,Male,1984-04-22,2022-04-07,2024-08-09,Yes,962,31,False,False,False,False,41.7,2.3
4048,Mahmoud,Bayoumi,Male,1992-08-24,2022-11-22,,No,1285,27,False,False,False,False,33.4,3.1
4049,Rania,Arafa,Female,2000-08-13,2019-09-13,,No,5317,13,False,False,False,False,25.4,6.3
4050,Sherin,Ragab,Female,1991-08-19,2020-04-13,,No,11743,5,False,False,False,False,34.4,5.7
4051,Karim,Soliman,Male,2001-09-12,2020-06-21,2025-01-31,Yes,11966,67,False,False,False,False,24.3,4.6
4052,Doaa,Arafa,Female,1995-08-12,2020-11-20,,No,2486,59,False,False,False,False,30.4,5.1
4053,Amira,Bayoumi,Female,2000-03-16,2021-12-29,2022-11-30,Yes,1029,35,False,False,False,False,25.8,0.9
4054,Rania,Elwy,Female,1984-08-26,2019-10-24,,No,9246,31,False,False,False,False,41.3,6.2
4055,Mai,Diab,Female,1993-11-10,2021-09-22,,No,12700,48,False,False,False,False,32.1,4.3
4056,Faris,Aziz,Male,1994-08-02,2021-04-04,,No,6239,58,False,False,False,False,31.4,4.7
4057,Hosam,Moustafa,Male,1998-08-29,2023-05-10,,No,5746,2,False,False,False,False,27.3,2.6
4058,Noha,Ezzat,Female,1990-03-16,2021-08-10,,No,8740,15,False,False,False,False,35.8,4.4
4059,Ashraf,Shaker,Male,2000-10-06,2022-10-03,2025-08-15,Yes,9484,2,False,False,False,False,25.2,2.9
4060,Karim,Bishara,Male,1993-12-01,2023-01-01,,No,12618,48,False,False,False,False,32.1,3.0
4061,Hosam,Barakat,Male,1993-03-06,2021-02-02,,No,7565,25,False,False,False,False,32.8,4.9
4062,Ola,Ghanem,Female,1991-04-01,2021-03-06,2022-01-29,Yes,14292,61,False,False,False,False,34.8,0.9
4063,Mohamed,Fawzy,Male,2000-06-16,2023-03-16,,No,13088,2,False,False,False,False,25.5,2.8
4064,Ayman,Makhlouf,Male,1981-02-02,2021-06-04,,No,9434,9,False,False,False,False,44.9,4.6
4065,Bassem,Elwy,Male,1994-06-18,2024-01-26,,No,1889,58,False,False,False,False,31.5,1.9
4066,Faris,Diab,Male,1999-04-30,2022-09-23,,No,6533,56,False,False,False,False,26.7,3.3
4067,Hazem,Ezzat,Male,1984-10-20,2020-12-23,,No,10148,50,False,False,False,False,41.2,5.0
4068,Karim,Sorour,Male,1990-12-03,2020-12-30,,No,14414,17,False,False,False,False,35.1,5.0
4069,Ramzy,Hassan,Male,1991-06-29,2021-12-29,,No,9352,59,False,False,False,False,34.5,4.0
4070,Hany,Hamdy,Male,2002-08-07,2019-08-07,,No,11192,45,False,False,False,False,23.4,6.4
4071,Amira Ola,Lotfy,Female,2002-10-22,2020-09-26,2025-12-13,Yes,1949,68,False,False,False,False,23.2,5.2
4072,Ghada,Desouki,Female,1997-07-17,2024-03-05,2025-12-15,Yes,7290,15,False,False,False,False,28.5,1.8
4073,Walid,Ezzat,Male,2002-12-17,2019-05-09,,No,9842,13,False,False,False,False,23.0,6.7
4074,Ziad,El-Sayed,Male,2000-07-23,2022-10-11,,No,14906,57,False,False,False,False,25.4,3.2
4075,Rabab,Arafa,Female,1998-11-11,2021-03-09,2025-06-08,Yes,11384,56,False,False,False,False,27.1,4.2
4076,Ayman,Morsi,Female,2001-10-02,2021-04-30,,No,12730,68,False,False,False,False,24.2,4.7
4077,Wael,Khalil,Male,1980-09-05,2023-11-05,2024-12-15,Yes,31,20,False,False,False,False,45.3,1.1
4078,Heba,Nagi,Female,1997-07-16,2019-09-21,,No,3264,69,False,False,False,False,28.5,6.3
4079,Eman,Gouda,Female,1983-10-14,2023-07-07,,No,5992,16,False,False,False,False,42.2,2.5
4080,Naglaa,Elnaggar,Female,1998-10-28,2023-09-23,,No,5562,35,False,False,False,False,27.2,2.3
4081,Sameh,Elwy,Male,1984-12-17,2022-07-12,,No,282,29,False,False,False,False,41.0,3.5
4082,Hany,Sabry,Male,2002-08-05,2020-10-11,2025-07-15,Yes,7187,57,False,False,False,False,23.4,4.8
4083,Lobna,Shaker,Female,2001-11-09,2021-12-26,,No,3949,24,False,False,False,False,24.1,4.0
4084,Adel,Farid,Male,1985-05-01,2021-07-10,,No,1840,64,False,False,False,False,40.7,4.5
4085,Sherin,Osman,Female,1996-03-13,2023-08-18,2025-01-03,Yes,10670,14,False,False,False,False,29.8,1.4
4086,Rania,Ezzat,Female,1990-02-06,2021-05-28,,No,11111,62,False,False,False,False,35.9,4.6
4087,Amira,Wahba,Female,1999-06-17,2021-02-21,,No,7581,45,False,False,False,False,26.5,4.9
4088,Aya,Moustafa,Female,1999-05-15,2020-02-11,,No,13086,56,False,False,False,False,26.6,5.9
4089,Youssef,Kamel,Male,1998-12-13,2022-01-14,,No,12337,13,False,False,False,False,27.1,4.0
4090,Fatma,Saad,Female,1983-09-21,2021-03-19,,No,4830,19,False,False,False,False,42.3,4.8
4091,Fatma,Shalaby,Female,1995-06-03,2021-06-10,,No,14385,25,False,False,False,False,30.6,4.6
4092,Ola,Hegazy,Female,1974-10-08,2021-02-03,,No,3102,10,False,False,False,False,51.2,4.9
4093,Ali,Shalaby,Male,1991-01-20,2021-10-18,,No,2818,3,False,False,False,False,34.9,4.2
4094,Hosam,Abdalla,Male,2001-09-07,2020-09-05,,No,157,13,False,False,False,False,24.3,5.3
4095,Sherif,Fawzy,Male,1997-07-12,2019-11-28,,No,9990,3,False,False,False,False,28.5,6.1
4096,Sameh,Ragab,Male,1980-03-28,2020-09-03,2025-12-13,Yes,13571,41,False,False,False,False,45.8,5.3
4097,Sara,Tantawy,Female,1997-09-05,2023-03-22,,No,10278,3,False,False,False,False,28.3,2.8
4098,Eman,Khattab,Female,1996-05-01,2023-01-13,2024-10-13,Yes,10154,14,False,False,False,False,29.7,1.7
4099,Sherif,Ayoub,Male,1991-02-18,2022-09-17,,No,14865,60,False,False,False,False,34.9,3.3
4100,Mahmoud,Ibrahim,Male,1990-04-09,2023-11-04,,No,6118,5,False,False,False,False,35.7,2.2
4101,Sahar,Elnaggar,Female,1994-05-22,2021-08-09,,No,10438,25,False,False,False,False,31.6,4.4
4102,Sherin,Selim,Female,1992-10-16,2022-07-29,,No,14149,4,False,False,False,False,33.2,3.4
4103,Adel,Gouda,Male,1982-01-15,2019-10-15,,No,3080,40,False,False,False,False,44.0,6.2
4104,Mohamed,Abdo,Male,2000-07-21,2021-01-21,,No,1873,13,False,False,False,False,25.4,4.9
4105,Ghada,Ismail,Female,2000-01-24,2022-01-21,,No,13073,68,False,False,False,False,25.9,3.9
4106,Ziad,Farid,Male,1986-01-23,2021-07-07,2024-08-14,Yes,3002,18,False,False,False,False,39.9,3.1
4107,Mona,Tawfik,Female,1985-04-19,2020-06-03,,No,8740,19,False,False,False,False,40.7,5.6
4108,Essam,Ibrahim,Male,1991-10-30,2023-02-13,,No,10529,37,False,False,False,False,34.2,2.9
4109,Omar,Ramadan,Male,1999-05-16,2020-01-23,,No,661,2,False,False,False,False,26.6,5.9
4110,Samir,Khattab,Male,1992-06-22,2020-11-25,,No,3214,4,False,False,False,False,33.5,5.1
4111,Youssef,Wahba,Male,1982-11-30,2023-10-22,,No,7701,72,False,False,False,False,43.1,2.2
4112,Doaa,Shahin,Female,1992-03-06,2019-04-27,,No,7921,40,False,False,False,False,33.8,6.7
4113,Asmaa,Mansour,Female,2000-03-14,2020-06-02,,No,11575,46,False,False,False,False,25.8,5.6
4114,Bassem,Radwan,Male,1986-04-27,2022-02-18,,No,566,50,False,False,False,False,39.7,3.9
4115,Sahar,Gamal,Female,2001-09-28,2021-06-11,,No,13109,23,False,False,False,False,24.3,4.6
4116,Ghada,Sharaf,Female,2001-09-05,2023-09-23,,No,13209,67,False,False,False,False,24.3,2.3
4117,Magdy,Hamdy,Male,1982-03-02,2023-04-11,,No,2424,63,False,False,False,False,43.8,2.7
4118,Ghada,Morsi,Female,1990-11-15,2021-05-10,2023-02-17,Yes,9845,38,False,False,False,False,35.1,1.8
4119,Adel,Wahba,Male,1984-12-17,2023-11-14,,No,6623,60,False,False,False,False,41.0,2.1
4120,Dalia,Amer,Female,2002-10-25,2019-03-30,,No,13149,23,False,False,False,False,23.2,6.8
4121,Ashraf,Barakat,Male,2001-01-13,2019-07-09,,No,11449,46,False,False,False,False,25.0,6.5
4122,Tamer,Attia,Male,1995-02-07,2022-05-02,,No,8303,26,False,False,False,False,30.9,3.7
4123,Faris,Diab,Male,1978-05-09,2023-07-03,2023-03-08,Yes,4427,75,False,True,False,False,47.6,-0.3
4124,Heba,Salem,Female,1996-06-17,2021-08-26,,No,11314,36,False,False,False,False,29.5,4.4
4125,Hala,Fahmy,Female,2000-08-02,2019-11-03,,No,9577,34,False,False,False,False,25.4,6.2
4126,Mariam,Metwally,Female,1992-05-10,2020-08-29,,No,11020,47,False,False,False,False,33.6,5.3
4127,Mohamed,Radwan,Male,1996-10-29,2021-11-05,2023-04-04,Yes,7023,47,False,False,False,False,29.2,1.4
4128,Doaa,Shalaby,Female,1972-11-12,2021-02-15,,No,4514,32,False,False,False,False,53.1,4.9
4129,Walid,Khalil,Male,1991-06-26,2024-03-22,2025-10-29,Yes,12012,58,False,False,False,False,34.5,1.6
4130,Manar,Ezzat,Female,1986-12-04,2022-05-05,,No,11893,39,False,False,False,False,39.1,3.7
4131,Ashraf,Nagi,Male,1994-07-23,2019-10-23,,No,12594,25,False,False,False,False,31.4,6.2
4132,Nada,Ezzat,Female,2002-05-28,2019-06-24,,No,1144,34,False,False,False,False,23.6,6.5
4133,Essam,Ibrahim,Male,1981-09-11,2021-05-09,,No,8703,9,False,False,False,False,44.3,4.6
4134,Walid,Elnaggar,Male,2001-08-30,2024-02-20,2025-02-19,Yes,10321,13,False,False,False,False,24.3,1.0
4135,Yasmin Salma,Fouad,Female,1999-03-18,2022-06-17,,No,12775,13,False,False,False,False,26.8,3.5
4136,Asmaa,Abdel-Rahman,Female,1984-02-18,2022-12-21,2025-03-22,Yes,2952,53,False,False,False,False,41.9,2.3
4137,Nader,Khattab,Male,1977-11-25,2022-12-20,,No,5575,9,False,False,False,False,48.1,3.0
4138,Doaa,Yousef,Female,1986-11-28,2022-01-06,,No,12226,18,False,False,False,False,39.1,4.0
4139,Noha,Nagi,Female,1999-12-05,2020-05-11,,No,2732,35,False,False,False,False,26.1,5.6
4140,Asmaa,Moustafa,Female,1991-12-08,2023-08-23,,No,12899,39,False,False,False,False,34.1,2.4
4141,Sherin,Selim,Female,1996-06-28,2022-07-17,,No,8568,48,False,False,False,False,29.5,3.5
4142,Ahmed,Ragab,Male,1985-12-04,2024-05-26,,No,8121,71,False,False,False,False,40.1,1.6
4143,Fatma,Tantawy,Female,1979-12-24,2021-04-20,,No,10884,31,False,False,False,False,46.0,4.7
4144,Faris,Gabr,Male,1973-05-18,2022-02-15,,No,6112,76,False,False,False,False,52.6,3.9
4145,Lobna,Saber,Female,1968-04-22,2022-10-22,2023-11-23,Yes,13609,76,False,False,False,False,57.7,1.1
4146,Mostafa,Gouda,Male,2002-12-24,2019-06-03,,No,3458,13,False,False,False,False,23.0,6.6
4147,Bassem,Mandour,Male,2000-04-29,2024-03-04,,No,12728,35,False,False,False,False,25.7,1.8
4148,Mostafa,Elnaggar,Male,1974-05-06,2021-12-10,,No,3373,21,False,False,False,False,51.7,4.1
4149,Hosam,Wahba,Male,1998-12-11,2022-12-03,,No,4860,70,False,False,False,False,27.1,3.1
4150,Noha,Khattab,Female,2000-04-17,2019-12-22,,No,11923,1,False,False,False,False,25.7,6.0
4151,Heba,Abdalla,Female,1986-10-16,2019-01-18,,No,1490,50,False,False,False,False,39.2,7.0
4152,Hend,Mansour,Female,1998-02-09,2020-10-25,2023-07-16,Yes,3717,12,False,False,False,False,27.9,2.7
4153,Naglaa,Sharaf,Female,1982-11-21,2019-11-04,2021-06-01,Yes,3688,5,False,False,False,False,43.1,1.6
4154,Nour,Diab,Female,2000-09-28,2021-01-09,,No,4170,2,False,False,False,False,25.3,5.0
4155,Sahar,Amer,Female,1996-12-12,2019-10-09,,No,7002,26,False,False,False,False,29.1,6.2
4156,Amira,Hafez,Female,1984-10-21,2021-08-13,,No,8189,63,False,False,False,False,41.2,4.4
4157,Heba,Khamis,Female,1989-08-21,2022-10-25,,No,5046,29,False,False,False,False,36.4,3.2
4158,Nour,Hamdy,Female,1994-06-20,2019-04-24,,No,999,47,False,False,False,False,31.5,6.7
4159,Tamer,Elnaggar,Male,1992-02-12,2020-02-18,,No,13217,36,False,False,False,False,33.9,5.9
4160,Ramzy,Osman,Male,1997-09-22,2022-02-11,2024-12-21,Yes,10133,3,False,False,False,False,28.3,2.9
4161,Ahmed Omar,Nasr,Male,1992-11-29,2020-11-18,,No,8559,15,False,False,False,False,33.1,5.1
4162,Laila,Hafez,Female,1971-01-02,2023-02-27,,No,13914,44,False,False,False,False,55.0,2.8
4163,Youssef,Gamal,Male,1994-02-03,2019-04-01,2025-07-24,Yes,7484,58,False,False,False,False,31.9,6.3
4164,Samir,Yousef,Male,1998-09-22,2020-12-18,,No,11884,57,False,False,False,False,27.3,5.0
4165,Salma,Abdo,Female,1993-12-16,2019-09-16,,No,10357,3,False,False,False,False,32.0,6.3
4166,Manar,Mansour,Female,2001-03-24,2022-08-18,,No,13226,12,False,False,False,False,24.8,3.4
4167,Sherin,Aziz,Female,1998-07-31,2020-12-04,,No,578,67,False,False,False,False,27.4,5.1
4168,Faris,Tantawy,Male,1968-11-12,2021-05-29,,No,8265,55,False,False,False,False,57.1,4.6
4169,Ashraf,Farid,Male,1998-12-04,2024-06-16,,No,4427,68,False,False,False,False,27.1,1.5
4170,Magdy,Ayoub,Male,1976-03-29,2023-06-10,,No,10909,9,False,False,False,False,49.8,2.6
4171,Ola,Fouad,Female,1976-10-11,2021-02-28,,No,1159,30,False,False,False,False,49.2,4.8
4172,Dalia,Fouad,Female,1991-12-30,2020-09-07,,No,9356,14,False,False,False,False,34.0,5.3
4173,Samir,Saber,Male,1997-03-30,2021-06-08,2022-10-18,Yes,1743,59,False,False,False,False,28.8,1.4
4174,Wael,Ayoub,Male,1985-06-06,2020-02-09,2024-07-02,Yes,8993,61,False,False,False,False,40.6,4.4
4175,Magdy,Hilal,Male,1981-10-08,2024-06-18,,No,5417,64,False,False,False,False,44.2,1.5
4176,Sherin,Hafez,Female,1993-06-13,2020-04-01,,No,4304,69,False,False,False,False,32.6,5.8
4177,Tarek,Nawara,Male,1975-07-12,2023-04-12,2024-11-30,Yes,11823,53,False,False,False,False,50.5,1.6
